pl_name,hostname,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_tranmid,st_teff
HD 11343 c,HIP 8541,2022,228.53731,13.9,255.53403923,,4672.0
HD 73267 c,HD 73267,2022,17071.78045,12.8,1630.77755632,,5387.0
HD 56414 b,HD 56414,2022,29.04992,3.71,13.3,2458348.324,8500.0
HD 125271 b,HD 125271,2022,14901.99295,12.4,3465.60094993,,4703.93
HD 127506 b,HD 127506,2022,65.78395,5.67,27.333243,,4595.32
HD 81817 c,HD 81817,2022,622.97802,12.0,7185.78245386,,4140.0
HD 93351 b,HD 93351,2022,2.45946,1.69,3.49611248,,5408.0
HD 88072 b,HD 88072,2022,18538.79293,12.6,2511.79790052,,5785.33
HD 93351 c,HD 93351,2022,14010.2941,12.3,4154.01727949,,5408.0
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,2022,,5.02,22.24798849,,
TOI-969 c,TOI-969,2022,1700.0,12.4,3591.4609991,2460640.0,4435.0
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L,2022,,9.86,69.92224954,,
HD 206893 c,HD 206893,2022,2090.0,16.36511182,4036.4207689,,6500.0
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,2022,,3.92,14.62010672,,
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L,2022,,6.2,31.7828407,,
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,2022,,3.37,11.3,,
NGTS-21 b,NGTS-21,2022,1.5433897,14.90794433,750.07504052,2458228.77853,4660.0
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,2022,,13.7,365.50266805,,
K2-413 c,K2-413,2022,5.3301,1.2327,2.05,2457739.1673,4116.0
K2-414 c,K2-414,2022,6.669,1.9287,4.38,2457740.2563,4343.0
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,2022,,13.9,289.22385037,,
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,2022,,12.2,5720.911326,,
HD 20329 b,HD 20329,2022,0.926118,1.72,7.42,2459472.14321,5596.0
HIP 21152 b,HIP 21152,2022,22000.0,12.0,7627.881768,2449000.0,6655.0
HD 109833 c,HD 109833,2022,13.900148,2.59,7.22,2456440.7567,5881.0
TOI-1260 d,TOI-1260,2022,16.608164,3.12,11.84,2459062.017406,4227.0
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,2022,,12.9,1452.47581999,,
GJ 1002 c,GJ 1002,2022,21.202,1.1,1.36,2458585.54,3024.0
HD 23472 d,HD 23472,2022,3.97664,0.75,0.55,2458357.8398,4684.0
K2-397 b,K2-397,2022,3.572326,2.417,6.42,2457823.5751,5387.0
HD 28109 b,HD 28109,2022,22.89104,2.199,18.496,2458344.81772,6120.0
TOI-3714 b,TOI-3714,2022,2.154849,11.32107051,222.4798849,2458840.5093,3660.0
HD 174205 b,HD 174205,2022,582.0,13.0,1334.8793094,,4308.0
K2-400 b,K2-400,2022,3.865053,1.163,1.67,2457908.6234,3578.0
TOI-1422 b,TOI-1422,2022,12.9972,3.96,9.0,2458745.9205,5840.0
K2-402 b,K2-402,2022,17.27474,2.678,7.65,2457920.4286,5716.0
K2-404 b,K2-404,2022,13.115365,2.53,6.94,2457917.8369,3748.0
TOI-3757 b,TOI-3757,2022,3.438753,12.0,85.3,2458838.77148,3913.0
K2-407 b,K2-407,2022,4.941907,1.283,2.19,2457993.5101,5563.0
K2-406 b,K2-406,2022,22.549406,4.602,19.2,2458010.3895,5784.0
K2-407 c,K2-407,2022,9.22453,1.36,2.42,2457997.6545,5563.0
TOI-1759 b,TOI-1759,2022,18.85019,3.14,10.8,2458745.4654,4065.0
TOI-5153 b,TOI-5153,2022,20.33003,11.88151954,1036.12060682,2458486.1239,6300.0
NGTS-20 b,NGTS-20,2022,54.18915,11.99360935,947.12865286,2458432.9798,5980.0
TOI-712 c,TOI-712,2022,51.69906,2.701,7.76,2458946.39598,4622.0
TOI-712 b,TOI-712,2022,9.531361,2.049,4.85,2458757.26886,4622.0
K2-408 b,K2-408,2022,20.978959,1.677,3.45,2457991.5363,5335.0
Ross 508 b,Ross 508,2022,10.77,1.83,4.0,,3071.0
TOI-2207 b,TOI-2207,2022,8.001968,11.1529358,203.41018048,2459283.82747,6101.0
TOI-2193 A b,TOI-2193 A,2022,2.1225735,19.83989584,298.75870258,2459052.42122,5966.0
TOI-2236 b,TOI-2236,2022,3.5315902,14.36991326,502.16888306,2459011.45704,6248.0
K2-374 c,K2-374,2022,16.43445,2.213,5.53,2458109.2376,5789.0
K2-374 b,K2-374,2022,4.521953,1.593,3.16,2458099.6869,5789.0
HD 83443 c,HD 83443,2022,8241.0,13.6,476.7426105,,5442.0
Gaia-2 b,Gaia-2,2022,3.6915224,14.81827249,259.66580852,2458843.98875,5720.0
TOI-1452 b,TOI-1452,2022,11.06201,1.672,4.82,2458691.5321,3185.0
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,2022,,3.35,11.2,,5200.0
K2-384 b,K2-384,2022,2.231527,1.076,1.26,2457393.7157,3623.0
iot Dra c,iot Dra,2022,25000.0,12.2,4958.1231492,,4504.0
TOI-500 b,TOI-500,2022,0.548177,1.166,1.42,2458468.3905,4440.0
TOI-2136 b,TOI-2136,2022,7.851928,2.19,6.37,2459017.7043,3342.0
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L,2022,,7.71,46.0,,4570.0
TOI-712 d,TOI-712,2022,84.8396,2.474,6.68,2458640.5457,4622.0
K2-365 b,K2-365,2022,23.448172,2.906,8.78,2456898.8326,5561.0
TOI-500 e,TOI-500,2022,61.3,3.99,15.05,2458865.82,4440.0
GJ 3929 b,GJ 3929,2022,2.616235,1.09,1.75,2458956.3962,3384.0
K2-379 b,K2-379,2022,8.777247,2.181,5.4,2457303.9091,4603.0
EPIC 206317286 c,EPIC 206317286,2022,17.515472,2.094,5.03,2456977.8215,4752.0
AB Aur b,AB Aur,2022,,12.5,2860.455663,,9770.0
GJ 3929 c,GJ 3929,2022,15.04,2.26,5.71,2459070.9,3384.0
K2-384 c,K2-384,2022,4.194766,1.191,1.82,2457394.4158,3623.0
K2-371 b,K2-371,2022,3.114905,13.024,,2457141.4176,4925.0
K2-372 b,K2-372,2022,9.844077,2.945,8.98,2457146.3287,5479.0
TOI-1246 b,TOI-1246,2022,4.30744,3.01,8.1,2458686.5658,5151.0
K2-384 e,K2-384,2022,9.715043,1.345,2.37,2457398.9666,3623.0
K2-378 b,K2-378,2022,2.060438,2.88,8.65,2457217.8493,4823.0
Kepler-451 d,2MASS J19383260+4603591,2022,43.0,13.5,559.37799632,,29564.0
TOI-4479 b,TOI-4479,2022,1.1589,2.82,8.35,2459420.7578,3400.0
K2-393 b,K2-393,2022,10.413181,2.352,6.13,2457739.3926,5678.0
HIP 94235 b,HIP 94235,2022,7.713057,3.0,379.0,2459037.8704,5991.0
HD 103891 b,HD 103891,2022,1919.0,13.2,918.52409623,,6072.0
KOI-984 c,KOI-984,2022,21.512,14.1,209.8,,5295.0
K2-389 c,K2-389,2022,20.851337,2.04,4.82,2457747.1012,5782.0
K2-390 b,K2-390,2022,3.312792,4.662,19.6,2457739.9029,5558.0
HD 73583 c,HD 73583,2022,18.87974,2.39,9.7,2459232.1682,4511.0
HD 73583 b,HD 73583,2022,6.398042,2.79,10.2,2458517.69013,4511.0
HD 260655 b,HD 260655,2022,2.76953,1.24,2.14,2459497.9102,3803.0
K2-392 b,K2-392,2022,15.398723,1.85,4.08,2457739.6737,5726.0
TOI-1670 b,TOI-1670,2022,10.98462,2.06,41.31769291,2458721.9423,6170.0
K2-395 b,K2-395,2022,4.803352,2.597,7.26,2457825.0089,5007.0
K2-370 b,K2-370,2022,2.14084,3.207,10.4,2457822.184,5377.0
K2-395 c,K2-395,2022,8.491282,3.395,11.4,2457823.5786,5007.0
HD 142 A d,HD 142,2022,108.45299,10.9,82.63538582,,6245.0
HD 194490 b,HD 194490,2022,13092.18348,12.4,3561.90295725,,5861.32
K2-398 c,K2-398,2022,18.787839,5.098,22.8,2457911.6845,5946.0
HD 23472 f,HD 23472,2022,12.1621839,1.137,0.77,2458360.0754,4684.0
K2-403 b,K2-403,2022,33.589979,5.333,24.6,2457908.9613,5511.0
K2-396 c,K2-396,2022,25.76051,3.124,9.93,2457829.418,5236.0
Kepler-138 e,Kepler-138,2022,38.23,0.797,0.43,,3841.0
K2-380 b,K2-380,2022,9.401312,2.729,7.89,2457302.9354,5911.0
HD 191939 f,HD 191939,2022,2898.0,13.2,915.34581216,2460449.0,5348.0
HIP 948 b,HIP 948,2022,24955.45756,12.1,6547.2651842,,4497.0
TOI-1516 b,TOI-1516,2022,2.056014,15.24421375,1004.33776612,2458765.325,6520.0
TOI-2046 b,TOI-2046,2022,1.4971842,16.14093221,731.0053361,2457792.2767,6250.0
HD 80883 b,HD 80883,2022,6383.78352,12.8,1748.0562385,,5177.91
CoRoT-35 b,CoRoT-35,2022,3.22748,18.83108758,349.6112477,2456074.2415,6390.0
HD 155918 c,HD 155918,2022,17202.19446,12.8,1878.04805696,,5771.84
GJ 3090 b,GJ 3090,2022,2.8531054,2.13,3.34,2458370.41849,3556.0
GJ 680 b,GJ 680,2022,17281.66514,12.0,7977.4930157,,3563.0
HD 217786 c,HD 217786,2022,2.52221,2.61,7.31005336,,5966.0
HD 151450 b,HD 151450,2022,21.89288,6.94,38.45723725,,6091.98
HD 136118 b,HD 136118,2022,1187.59765,12.3,4164.18778851,,6097.0
HD 25912 b,HD 25912,2022,41.83156,6.9,38.13940884,,5920.58
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,2022,,13.1,1090.15143601,,
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,2022,,13.1,1036.12060682,,
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L,2022,,10.6,79.45710175,,
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,2022,,6.79,37.1,,
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,2022,,4.41,17.79839079,,
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,2022,,10.1,73.10053361,,
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,2022,,10.9,82.63538582,,
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,2022,,2.41,6.4,,
K2-401 b,K2-401,2022,6.293099,2.262,5.74,2457906.9531,4213.0
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,2022,,13.6,460.85119015,,
GJ 896 A b,GJ 896 A,2022,284.39,13.3,718.29219982,,3345.0
GJ 3222 b,GJ 3222,2022,10.66669,3.4,11.44182265,,5257.46
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,2022,,14.1,181.16219199,,
HD 18143 b,HD 18143,2022,10.2851,3.28,10.80616584,,5078.0
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,2022,,6.56,34.96112477,,
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,2022,,2.22,5.56,,
K2-391 b,K2-391,2022,4.622654,1.371,2.45,2457741.5165,5543.0
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,2022,,14.3,143.02278315,,
HD 22532 b,HD 22532,2022,872.6,13.4,673.79622284,,5038.0
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,2022,,6.9,38.13940884,,
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,2022,,13.6,120.77479466,,
TOI-2337 b,TOI-2337,2022,2.99432,10.08808263,508.5254512,2458793.828,4780.0
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,2022,,13.9,282.86728223,,
K2-375 b,K2-375,2022,14.453895,2.243,5.66,2457147.3436,5822.0
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,2022,,12.5,3248.20631954,,
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L,2022,,14.0,232.01473711,,
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,2022,,9.05,60.38739733,,
TOI-3629 b,TOI-3629,2022,3.936551,8.29464572,82.63538582,2458784.256,3870.0
K2-388 b,K2-388,2022,6.33932,3.9,14.5,2457741.79456,5310.0
TOI-1064 c,TOI-1064,2022,12.226574,2.651,2.5,2459043.51289,4734.0
TOI-1064 b,TOI-1064,2022,6.443868,2.587,13.5,2459036.8534,4734.0
KOI-4777.01,KOI-4777,2022,0.412,0.51,99.2,2454965.219,3515.0
TOI-1693 b,TOI-1693,2022,1.7666957,1.41,2.57,2458817.6827,3499.0
TOI-1860 b,TOI-1860,2022,1.0662107,1.31,2.27,2458683.6041,5752.0
TOI-2260 b,TOI-2260,2022,0.3524728,1.62,3.26,2458928.239,5534.0
K2-387 b,K2-387,2022,28.735327,7.322,42.2,2457401.9787,3572.0
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,2022,,1.49,2.81,,
K2-373 b,K2-373,2022,11.02066,2.061,4.9,2457150.2894,6138.0
K2-382 b,K2-382,2022,21.700156,2.072,4.95,2457314.3647,5452.0
K2-381 b,K2-381,2022,7.9389334,1.075,1.26,2457304.844,4473.0
Kepler-1972 c,Kepler-1972,2022,11.3295,0.868,2.11,2454952.8,5818.0
TOI-2180 b,TOI-2180,2022,260.79,11.32107051,875.61726129,2458830.7652,5695.0
Kepler-1656 c,Kepler-1656,2022,1919.0,14.0,126.4,2459461.0,5569.0
K2-396 b,K2-396,2022,0.673862,1.579,3.12,2457820.9636,5236.0
HD 29985 b,HD 29985,2022,20608.14049,12.8,1739.47487151,,4678.0
HD 11506 d,HD 11506,2022,26500.0,12.3,4068.2036096,2452015.5,6123.0
HD 72659 c,HD 72659,2022,18207.72098,12.1,5977.08102204,,5932.0
HD 3167 e,HD 3167,2022,96.63,2.83,8.41,2457738.43,5261.0
HD 168863 b,HD 168863,2022,14773.93272,12.7,2154.87659946,,4905.0
TOI-5542 b,TOI-5542,2022,75.12375,11.30986153,419.53349724,2458679.3476,5700.0
HD 16905 b,HD 16905,2022,10256.0,12.4,3591.4609991,,4866.12
HD 62364 c,HD 62364,2022,74839.94555,12.0,7923.46218651,,6255.0
HD 62364 b,HD 62364,2022,5138.0,12.1,5965.63919939,,6255.0
HD 199509 b,HD 199509,2022,99.62167,7.43,43.22466335,,5796.02
TOI-1136 c,TOI-1136,2022,6.2574,2.879,6.32,2460366.026514,5770.0
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,2022,,7.56,44.49597698,,
HD 105618 b,HD 105618,2022,10.02245,5.44,25.42627256,,5671.0
TOI-833 b,TOI-833,2022,1.0418777,1.27,2.15,2458597.256,3920.0
K2-414 b,K2-414,2022,4.3696,1.219,1.98,2457742.0993,4343.0
HD 140901 b,HD 140901,2022,9.02378,4.07,15.57359194,,5610.0
HIP 55507 b,HIP 55507,2022,5138.43727,12.6,2585.53409095,,4171.0
HD 155918 b,HD 155918,2022,1.87567,2.67,7.62788177,,5771.84
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,2022,,9.6,66.74396547,,
NGTS-25 b,NGTS-25,2022,2.823093,11.46678726,203.09235207,2458204.26373,5321.0
mu2 Sco b,mu2 Sco,2022,,12.3,4576.7290608,,21700.0
K2-413 b,K2-413,2022,0.8094,0.7599,0.363,2457738.6924,4116.0
TOI-1136 g,TOI-1136,2022,39.545,2.53,5.6,2459423.6705,5770.0
TOI-2081 b,TOI-2081,2022,10.50534,2.04,4.82,2458685.8996,3800.0
TOI-1468 b,TOI-1468,2022,1.8805201,1.401,3.04,2458765.67755,3376.0
GJ 2030 b,GJ 2030,2022,2.38129,2.03,4.76742611,,5485.0
TOI-4329 b,TOI-4329,2022,2.9223,16.81347105,143.02278315,2458765.068,6000.0
TOI-1411 b,TOI-1411,2022,1.4520527,1.19880592,2.0,2458739.47404,4115.0
pi Men d,HD 39091,2022,124.64,3.72,13.38,,5998.0
HD 80913 b,HD 80913,2022,10839.83341,12.0,7505.2000029,,6013.24
HD 97037 b,HD 97037,2022,6449.08337,12.1,6707.76852973,,5874.1
TOI-1075 b,TOI-1075,2022,0.6047328,1.791,9.95,2458654.251,3875.0
K2-366 b,K2-366,2022,15.937039,2.359,6.16,2456906.4351,5601.0
K2-409 b,K2-409,2022,1.908084,2.482,6.72,2457990.2841,5742.0
TOI-1696 b,TOI-1696,2022,2.500311,3.09,48.8,2458834.20115,3185.0
HD 153557 b,HD 153557,2022,7.29903,4.77,20.34101805,,4837.0
K2-369 b,K2-369,2022,5.761612,1.313,2.28,2456979.8716,5682.0
HD 457 b,HD 457,2022,20324.58153,11.9,8445.3364308,,6114.04
HD 12235 b,HD 12235,2022,4.36305,3.23,10.48833743,,5986.0
HD 28109 c,HD 28109,2022,56.00819,4.23,7.943,2458377.80109,6120.0
K2-376 b,K2-376,2022,5.776475,1.736,3.66,2458096.7426,5937.0
TOI-1227 b,TOI-1227,2022,27.36397,9.57246952,66.5,2458617.4621,3072.0
HD 28109 d,HD 28109,2022,84.25999,3.25,5.681,2458355.67324,6120.0
K2-398 b,K2-398,2022,6.393025,2.274,5.79,2457909.0449,5946.0
HD 150010 b,HD 150010,2022,562.0,13.3,762.7881768,,4153.0
GJ 514 b,GJ 514,2022,140.43,2.13,5.2,,3728.0
TOI-5238 b,TOI-5238,2022,4.872171,5.22,23.7,2459661.51574,5631.0
HD 33142 d,HD 33142,2022,89.9,9.32,63.5656814,,5025.4
K2-405 b,K2-405,2022,3.435471,4.569,18.9,2457908.9959,4927.0
Kepler-1972 b,Kepler-1972,2022,7.54425,0.802,2.02,2454944.8999,5818.0
HIP 19976 b,HIP 19976,2022,50.65905,4.94,21.61233168,,4316.0
HD 191939 e,HD 191939,2022,101.12,13.0,112.2,2459348.12,5348.0
TOI-1136 d,TOI-1136,2022,12.5199,4.627,8.35,2458686.0628,5770.0
TOI-2669 b,TOI-2669,2022,6.2034,19.72780603,193.87532827,2458521.598,4800.0
HD 109833 b,HD 109833,2022,9.188526,2.888,8.69,2456437.57374,5881.0
K2-99 c,K2-99,2022,522.2,12.6,2669.7586188,2458104.2,6069.0
HD 64121 b,HD 64121,2022,623.0,13.2,813.64072192,,5078.0
TOI-2427 b,TOI-2427,2022,1.3060011,1.8,3.89,2459169.6202,4072.0
TOI-2411 b,TOI-2411,2022,0.7826942,1.68,3.46,2459116.0139,4099.0
HD 153557 c,HD 153557,2022,15.27018,4.36,17.48056238,,4837.0
HD 184010 c,HD 184010,2022,484.3,11.8,95.3485221,2454781.9,4971.0
TOI-1442 b,TOI-1442,2022,0.4090677,1.17,1.71,2458683.4523,3330.0
HD 191939 g,HD 191939,2022,284.0,3.74,13.5,2459385.0,5348.0
K2-368 b,K2-368,2022,5.025598,1.332,2.34,2456978.7672,4663.0
Kepler-1740 b,Kepler-1740,2021,8.172400475,3.32321414,11.0,2455194.20248,5705.0
Kepler-1752 b,Kepler-1752,2021,56.35850143,4.54060463,18.7,2455055.2901,5446.0
K2-335 b,K2-335,2021,12.283211,2.21,5.52,2457148.209626,6222.0
Kepler-1600 c,Kepler-1600,2021,7.298049927,1.94206512,4.43,2454970.85674,5119.0
K2-138 g,K2-138,2021,41.96797,3.013,4.32,2457773.86156,5356.3
TOI-269 b,TOI-269,2021,3.6977104,2.77,8.8,2458381.84668,3514.0
Kepler-1735 b,Kepler-1735,2021,7.71792984,1.19429134,1.84,2454972.15405,3975.0
HD 66428 c,HD 66428,2021,10478.84437,13.5,560.64930995,2445900.0,5716.0
HD 68988 c,HD 68988,2021,16000.0,12.2,4776.96095721,2451660.0,5883.41
HD 24040 c,HD 24040,2021,515.4,9.35,63.88350981,2454984.0,5776.49
HIP 56640 b,HIP 56640,2021,2675.57603,12.7,2151.69831539,,4769.0
Kepler-1878 b,Kepler-1878,2021,4.445879936,2.92019781,8.86,2454964.74309,5918.0
GJ 367 b,GJ 367,2021,0.3219225,0.699,0.633,2458544.13635,3522.0
Kepler-1849 b,Kepler-1849,2021,57.29290009,2.38685349,6.29,2454979.23112,4806.0
TOI-431 d,TOI-431,2021,12.46103,3.29,9.9,2458627.5453,4850.0
TOI-1260 c,TOI-1260,2021,7.493134,2.76,13.2,2459068.270505,4227.0
Kepler-1870 b,Kepler-1870,2021,3.606940031,2.10143764,5.07,2454956.953067,5508.0
Kepler-1905 b,Kepler-1905,2021,3.42392993,1.4460734,2.69,2454965.88005,5788.0
Kepler-1839 b,Kepler-1839,2021,5.056759834,1.9493759,4.46,2454967.39648,5926.0
EPIC 212297394 c,EPIC 212297394,2021,5.213965,2.27,5.77,2457222.478879,5171.0
Kepler-1858 b,Kepler-1858,2021,88.07160187,2.42168247,6.44,2455047.51724,4939.0
Kepler-1841 b,Kepler-1841,2021,25.88599968,1.48912557,2.82,2454990.0383,5190.0
Kepler-1723 b,Kepler-1723,2021,39.75289917,2.88046569,8.65,2455008.46244,6072.0
Kepler-1783 b,Kepler-1783,2021,8.277440071,1.31946731,2.3,2454971.25508,5129.0
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,2021,,13.1,959.84178914,,
Kepler-1914 b,Kepler-1914,2021,30.82789993,2.9429803,8.97,2454976.14483,5982.0
BD+45 564 b,BD+45 564,2021,307.88,13.6,432.24663352,,5004.0
Kepler-1764 b,Kepler-1764,2021,70.46829987,4.55527871,18.8,2455022.16092,6461.0
HD 39194 b,HD 39194,2021,5.6368,1.83,4.0,,5205.0
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,2021,,12.7,1976.89269154,,
Kepler-1932 b,Kepler-1932,2021,0.524177015,1.51482218,2.91,2454964.6014,5278.0
Kepler-534 c,Kepler-534,2021,7.378689766,1.227,2.02,2454968.8196,5936.0
Kepler-1955 b,Kepler-1955,2021,14.26519966,1.16654878,1.69,2454976.22024,5825.0
Kepler-1866 b,Kepler-1866,2021,11.66009998,2.08215108,4.99,2454973.62517,5791.0
Kepler-633 c,Kepler-633,2021,23.78319931,2.296,5.89,2455012.75013,5877.0
Kepler-1952 b,Kepler-1952,2021,27.21080017,1.23923346,2.07,2454965.3697,5973.0
K2-338 b,K2-338,2021,3.850614,1.03,1.08,2457141.526349,4558.0
Kepler-1802 b,Kepler-1802,2021,15.45020008,1.671,3.43,2455009.80202,4245.0
Kepler-1863 b,Kepler-1863,2021,44.99760056,2.26309256,5.74,2454993.2298,5871.0
Kepler-1836 b,Kepler-1836,2021,5.254169941,2.55303229,7.05,2454966.72952,6123.0
Kepler-1966 b,Kepler-1966,2021,8.617429733,1.10479327,1.39,2454966.51693,5009.0
NGTS-17 b,NGTS-17,2021,3.24253,13.89913607,242.82090295,2458442.5219,5650.0
Kepler-1948 b,Kepler-1948,2021,15.57129955,1.03283226,1.09,2454969.58514,3872.0
EPIC 220492298 b,EPIC 220492298,2021,0.762406,0.99,0.937,2457431.67734,5620.0
Kepler-1720 b,Kepler-1720,2021,12.70639992,3.21585295,10.4,2455013.63164,5573.0
Kepler-1727 b,Kepler-1727,2021,9.029299736,3.17321625,10.2,2455010.20422,5349.0
Kepler-1891 b,Kepler-1891,2021,4.02229023,1.52139156,2.93,2454968.17317,5516.0
KIC 10068024 b,KIC 10068024,2021,2.073549,13.4,635.656814,,6118.4
Kepler-1850 b,Kepler-1850,2021,1.385800004,0.72909663,0.313,2454968.4886,4239.0
TOI-1062 b,TOI-1062,2021,4.11296,2.265,10.15,2459082.59,5328.0
GJ 393 b,GJ 393,2021,7.02679,1.17,1.71,,3579.0
Kepler-1933 b,Kepler-1933,2021,4.943290234,1.17984089,1.76,2454968.57568,5661.0
Kepler-1786 b,Kepler-1786,2021,78.5460968,3.16305828,10.1,2454977.06962,5808.0
Kepler-1844 b,Kepler-1844,2021,3.924510002,3.03648191,9.46,2454965.40179,5776.0
Kepler-457 d,KOI-7892,2021,10.6906004,2.98467257,9.19,2454974.116,6474.0
Kepler-381 d,Kepler-381,2021,8.256299973,1.0667865,1.23,2454970.92536,6197.0
Kepler-1806 b,Kepler-1806,2021,9.033320427,2.35560189,6.15,2454970.1703,5311.0
KIC 5479689 b,KIC 5479689,2021,1.701531,14.2,158.9142035,,5459.1
Kepler-1759 b,Kepler-1759,2021,3.720230103,0.9037791,0.676,2454966.4183,5017.0
K2-343 b,K2-343,2021,2.787174,1.65,3.36,2457141.32497,3804.0
Kepler-1756 b,Kepler-1756,2021,2.355750084,1.47199944,2.77,2455010.88996,4915.0
Kepler-1960 b,Kepler-1960,2021,2.297940016,1.30749704,2.26,2454964.50475,6371.0
Kepler-1924 b,Kepler-1924,2021,15.33170033,2.65446572,7.53,2454975.525,5726.0
Kepler-324 e,Kepler-324,2021,13.97939968,2.03862444,235.014,2454975.3383,5191.0
Kepler-1907 c,Kepler-1907,2021,14.86390018,1.15547044,1.63,2454975.9516,5159.0
Kepler-1834 b,Kepler-1834,2021,4.603010178,1.4593834,2.73,2454966.22313,4821.0
Kepler-1067 c,Kepler-1067,2021,5.425839901,1.74682428,3.7,2454968.86518,5594.0
Kepler-1969 b,Kepler-1969,2021,6.647520065,1.68161001,3.47,2454970.13371,6046.0
HAT-P-60 b,HAT-P-60,2021,4.7947813,18.28184752,182.43350562,2458360.94029,6212.0
Kepler-1864 b,Kepler-1864,2021,3.881510019,0.75408365,0.353,2454968.1178,5854.0
Kepler-281 d,Kepler-281,2021,148.2720032,5.93747806,654.0,2454971.00557,5717.0
HAT-P-64 b,HAT-P-64,2021,4.007232,19.08889413,184.34047606,2457751.46354,6457.0
HAT-P-61 b,HAT-P-61,2021,1.90231289,10.07687365,335.9446262,2457851.21119,5587.0
Kepler-1321 d,Kepler-1321,2021,5.720920086,2.62843782,7.41,2454967.66282,3640.0
Kepler-394 d,Kepler-394,2021,5.613580227,1.50066814,2.86,2454964.81669,6398.0
Kepler-1751 b,Kepler-1751,2021,7.017310143,1.82417378,3.98,2454966.90592,6052.0
Kepler-1743 b,Kepler-1743,2021,7.649710178,1.59887007,3.18,2454971.33113,5855.0
Kepler-1770 b,Kepler-1770,2021,16.84189987,2.84141754,8.45,2454970.99231,5602.0
TOI-2076 c,TOI-2076,2021,21.015327,3.69441587,55.0,2458748.68944,5192.0
HD 96700 c,HD 96700,2021,19.88,1.69,3.5,,5845.0
HD 189567 c,HD 189567,2021,33.688,2.54,7.0,,5726.0
Kepler-1877 b,Kepler-1877,2021,2.377569914,0.624086,0.179,2454966.3975,5615.0
Kepler-1709 b,Kepler-1709,2021,65.70459747,3.12424875,9.93,2454970.4421,5918.0
Kepler-1904 b,Kepler-1904,2021,4.577020168,1.3904994,2.51,2454965.09921,3805.0
GPX-1 b,GPX-1,2021,1.744579,16.47720163,6261.2196179,2458770.23823,7000.0
Kepler-1902 b,Kepler-1902,2021,3.822220087,1.17563613,1.74,2454965.15233,3729.0
HIP 5763 b,HIP 5763,2021,30.014,14.2,162.09248757,,4352.0
Kepler-1856 b,Kepler-1856,2021,1.302000046,1.73447868,3.66,2454964.93624,4948.0
Kepler-1958 b,Kepler-1958,2021,9.328619957,2.05124311,4.86,2454968.87513,5749.0
HIP 114933 b,HIP 114933,2021,1481.6,13.4,616.58710958,,4823.0
COCONUTS-2 b,COCONUTS-2 A,2021,402000000.0,12.44196858,2542.627256,,3406.0
Kepler-1820 b,Kepler-1820,2021,31.03249931,3.11883067,9.9,2454985.2694,5841.0
Kepler-1867 b,Kepler-1867,2021,9.887359619,1.15985997,1.65,2454972.52781,5693.0
Kepler-1900 b,Kepler-1900,2021,2.986229897,1.62314676,3.27,2454966.4782,6173.0
Kepler-1744 b,Kepler-1744,2021,37.10110092,3.76754004,13.6,2455203.4803,5986.0
HD 207897 b,HD 207897,2021,16.20166,2.34302132,14.8,2458796.49559,5106.0
HD 96992 b,HD 96992,2021,514.0,13.7,362.3262,,4725.0
Kepler-1795 b,Kepler-1795,2021,13.36019993,1.66301611,3.4,2454964.81294,4500.0
